AD:06,Sant Julià de Loria
ES:AL:almería,Almeria:Almería
ES:AL:macael,Almeria:Macael
ES:AL:mojacar pueblo,Almeria:Mojacar Pueblo
ES:AL:roquetas de mar,Almeria:Roquetas de Mar
ES:AL:velez-rubio,Almeria:Velez-Rubio
ES:AV,Avila
ES:AV:arevalo,Avila:Arevalo
ES:AV:Ávila,Avila:Ávila
ES:B,Barcelona
ES:B:badalona,Barcelona:Badalona
ES:B:barbera del valles,Barcelona:Barbera Del Valles
ES:B:barcelona,Barcelona:Barcelona
ES:B:callus,Barcelona:Callus
ES:B:castelldefels,Barcelona:Castelldefels
ES:B:cornellà de llobregat,Barcelona:Cornellà de Llobregat
ES:B:esparreguera,Barcelona:Esparreguera
ES:B:esplugues de llobregat,Barcelona:Esplugues de Llobregat
ES:B:folgueroles,Barcelona:Folgueroles
ES:B:gavà,Barcelona:Gavà
ES:B:granollers,Barcelona:Granollers
ES:B:igualada,Barcelona:Igualada
ES:B:l'hospitalet de llobregat,Barcelona:L'Hospitalet de Llobregat
ES:B:la llagosta,Barcelona:La Llagosta
ES:B:lliçà de vall,Barcelona:Lliçà de Vall
ES:B:manlleu,Barcelona:Manlleu
ES:B:manresa,Barcelona:Manresa
ES:B:matadepera,Barcelona:Matadepera
ES:B:mataró,Barcelona:Mataró
ES:B:molins de rei,Barcelona:Molins de Rei
ES:B:mollet del vallès,Barcelona:Mollet del Vallès
ES:B:montcada i reixac,Barcelona:Montcada i Reixac
ES:B:montmeló,Barcelona:Montmeló
ES:B:montornès del vallès,Barcelona:Montornès del Vallès
ES:B:olesa de montserrat,Barcelona:Olesa de Montserrat
ES:B:olivella,Barcelona:Olivella
ES:B:palau-solita i plegamans,Barcelona:Palau-solita i Plegamans
ES:B:pineda de mar,Barcelona:Pineda de Mar
ES:B:premia de mar,Barcelona:Premia de Mar
ES:B:premià de dalt,Barcelona:Premià de Dalt
ES:B:rubí,Barcelona:Rubí
ES:B:sabadell,Barcelona:Sabadell
ES:B:sant boi de llobregat,Barcelona:Sant Boi de Llobregat
ES:B:sant cugat del vallès,Barcelona:Sant Cugat del Vallès
ES:B:sant fruitos de bages,Barcelona:Sant Fruitos de Bages
ES:B:sant joan despí,Barcelona:Sant Joan Despí
ES:B:sant just desvern,Barcelona:Sant Just Desvern
ES:B:sant pere de ribes,Barcelona:Sant Pere de Ribes
ES:B:sant quirze del valles,Barcelona:Sant Quirze del Valles
ES:B:sant vicenç dels horts,Barcelona:Sant Vicenç dels Horts
ES:B:santa coloma de gramenet,Barcelona:Santa Coloma de Gramenet
ES:B:terrassa,Barcelona:Terrassa
ES:B:vic,Barcelona:Vic
ES:B:viladecans,Barcelona:Viladecans
ES:B:vilafranca del penedès,Barcelona:Vilafranca del Penedès
ES:B:vilanova del camí,Barcelona:Vilanova del Camí
ES:B:vilanova i la geltrú,Barcelona:Vilanova i la Geltrú
ES:B:vilassar de mar,Barcelona:Vilassar de Mar
ES:B:el prat de llobregat,Barcelona:el Prat de Llobregat
ES:B:la garriga,Barcelona:la Garriga
ES:BA,Badajoz
ES:BA:alburquerque,Badajoz:Alburquerque
ES:BA:azuaga,Badajoz:Azuaga
ES:BA:badajoz,Badajoz:Badajoz
ES:BA:don benito,Badajoz:Don Benito
ES:BA:mérida,Badajoz:Mérida
ES:BA:villafranca de los barros,Badajoz:Villafranca de los Barros
ES:BA:villanueva de la serena,Badajoz:Villanueva de la Serena
ES:BA:zafra,Badajoz:Zafra
ES:BI,Biscay
ES:BI:algorta,Biscay:Algorta
ES:BI:amorebieta,Biscay:Amorebieta
ES:BI:barakaldo,Biscay:Barakaldo
ES:BI:berango,Biscay:Berango
ES:BI:bermeo,Biscay:Bermeo
ES:BI:bilbao,Biscay:Bilbao
ES:BI:galdakao,Biscay:Galdakao
ES:BI:gallarta,Biscay:Gallarta
ES:BI:gernika-lumo,Biscay:Gernika-Lumo
ES:BI:getxo,Biscay:Getxo
ES:BI:la arena,Biscay:La Arena
ES:BI:leioa,Biscay:Leioa
ES:BI:portugalete,Biscay:Portugalete
ES:BI:santurtzi,Biscay:Santurtzi
ES:BI:sestao,Biscay:Sestao
ES:BI:sopela,Biscay:Sopela
ES:BI:zaratamo,Biscay:Zaratamo
ES:BU,Burgos
ES:BU:aranda de duero,Burgos:Aranda de Duero
ES:BU:burgos,Burgos:Burgos
ES:BU:medina de pomar,Burgos:Medina de Pomar
ES:BU:miranda de ebro,Burgos:Miranda de Ebro
ES:C,A Coruña
ES:C:a coruña,A Coruña:A Coruña
ES:C:arteixo,A Coruña:Arteixo
ES:C:cambre,A Coruña:Cambre
ES:C:carballo,A Coruña:Carballo
ES:C:cee,A Coruña:Cee
ES:C:corcubión,A Coruña:Corcubión
ES:C:ferrol,A Coruña:Ferrol
ES:C:oleiros,A Coruña:Oleiros
ES:C:ponteceso,A Coruña:Ponteceso
ES:C:santa uxia de ribeira,A Coruña:Santa Uxia de Ribeira
ES:C:santiago de compostela,A Coruña:Santiago de Compostela
ES:CA,Cadiz
ES:CA:algeciras,Cadiz:Algeciras
ES:CA:cadiz,Cadiz:Cadiz
ES:CA:chiclana de la frontera,Cadiz:Chiclana de la Frontera
ES:CA:chipiona,Cadiz:Chipiona
ES:CA:el puerto de santa maría,Cadiz:El Puerto de Santa María
ES:CA:jerez de la frontera,Cadiz:Jerez de la Frontera
ES:CA:la línea de la concepción,Cadiz:La Línea de la Concepción
ES:CA:puerto real,Cadiz:Puerto Real
ES:CA:rota,Cadiz:Rota
ES:CA:san fernando,Cadiz:San Fernando
ES:CA:sanlúcar de barrameda,Cadiz:Sanlúcar de Barrameda
ES:CC,Caceres
ES:CC:cáceres,Caceres:Cáceres
ES:CC:hervás,Caceres:Hervás
ES:CC:miajadas,Caceres:Miajadas
ES:CC:montehermoso,Caceres:Montehermoso
ES:CC:plasencia,Caceres:Plasencia
ES:CE,Ceuta
ES:CE:ceuta,Ceuta:Ceuta
ES:CO,Cordoba
ES:CO:anora,Cordoba:Anora
ES:CO:benameji,Cordoba:Benameji
ES:CO:cabra,Cordoba:Cabra
ES:CO:castro del rio,Cordoba:Castro del Rio
ES:CO:cordova,Cordoba:Cordova
ES:CO:lucena,Cordoba:Lucena
ES:CO:montalban de cordoba,Cordoba:Montalban de Cordoba
ES:CO:palma del rio,Cordoba:Palma del Rio
ES:CO:posadas,Cordoba:Posadas
ES:CO:villa del rio,Cordoba:Villa del Rio
ES:CO:villafranca de cordoba,Cordoba:Villafranca de Cordoba
ES:CR,Ciudad Real
ES:CR:ciudad real,Ciudad Real:Ciudad Real
ES:CR:membrilla,Ciudad Real:Membrilla
ES:CR:puertollano,Ciudad Real:Puertollano
ES:CR:socuellamos,Ciudad Real:Socuellamos
ES:CR:tomelloso,Ciudad Real:Tomelloso
ES:CR:valdepenas,Ciudad Real:Valdepenas
ES:CS,Castellon
ES:CS:castelló de la plana,Castellon:Castelló de la Plana
ES:CS:moncofa,Castellon:Moncofa
ES:CS:oropesa del mar,Castellon:Oropesa del Mar
ES:CS:vila-real,Castellon:Vila-real
ES:CU,Cuenca
ES:CU:cuenca,Cuenca:Cuenca
ES:CU:mota del cuervo,Cuenca:Mota del Cuervo
ES:GC,Las Palmas
ES:GC:arrecife,Las Palmas:Arrecife
ES:GC:arucas,Las Palmas:Arucas
ES:GC:corralejo,Las Palmas:Corralejo
ES:GC:las palmas de gran canaria,Las Palmas:Las Palmas de Gran Canaria
ES:GC:maspalomas,Las Palmas:Maspalomas
ES:GC:puerto del rosario,Las Palmas:Puerto del Rosario
ES:GC:tamaraceite,Las Palmas:Tamaraceite
ES:GC:telde,Las Palmas:Telde
ES:GC:vecindario,Las Palmas:Vecindario
ES:GI,Girona
ES:GI:banyoles,Girona:Banyoles
ES:GI:besalú,Girona:Besalú
ES:GI:blanes,Girona:Blanes
ES:GI:figueres,Girona:Figueres
ES:GI:girona,Girona:Girona
ES:GI:lloret de mar,Girona:Lloret de Mar
ES:GI:palafrugell,Girona:Palafrugell
ES:GI:platja d'aro,Girona:Platja d'Aro
ES:GI:puigcerdà,Girona:Puigcerdà
ES:GI:roses,Girona:Roses
ES:GI:salt,Girona:Salt
ES:GI:sant feliu de guíxols,Girona:Sant Feliu de Guíxols
ES:GR,Granada
ES:GR:albunol,Granada:Albunol
ES:GR:alhendin,Granada:Alhendin
ES:GR:almuñécar,Granada:Almuñécar
ES:GR:armilla,Granada:Armilla
ES:GR:churriana de la vega,Granada:Churriana de la Vega
ES:GR:gabia la grande,Granada:Gabia la Grande
ES:GR:granada,Granada:Granada
ES:GR:loja,Granada:Loja
ES:GR:maracena,Granada:Maracena
ES:GR:motril,Granada:Motril
ES:GR:peligros,Granada:Peligros
ES:GU,Guadalajara
ES:GU:azuqueca de henares,Guadalajara:Azuqueca de Henares
ES:GU:espinosa de henares,Guadalajara:Espinosa de Henares
ES:GU:guadalajara,Guadalajara:Guadalajara
ES:H,Huelva
ES:H:almonte,Huelva:Almonte
ES:H:bollullos par del condado,Huelva:Bollullos par del Condado
ES:H:cartaya,Huelva:Cartaya
ES:H:gibraleón,Huelva:Gibraleón
ES:H:huelva,Huelva:Huelva
ES:H:lucena del puerto,Huelva:Lucena del Puerto
ES:H:palos de la frontera,Huelva:Palos de la Frontera
ES:H:paterna del campo,Huelva:Paterna del Campo
ES:H:valverde del camino,Huelva:Valverde del Camino
ES:H:villanueva de los castillejos,Huelva:Villanueva de los Castillejos
ES:HU,Huesca
ES:HU:barbastro,Huesca:Barbastro
ES:HU:huesca,Huesca:Huesca
ES:J,Jaen
ES:J:alcala la real,Jaen:Alcala la Real
ES:J:andujar,Jaen:Andujar
ES:J:bailen,Jaen:Bailen
ES:J:jaén,Jaen:Jaén
ES:J:jodar,Jaen:Jodar
ES:J:la guardia de jaen,Jaen:La Guardia de Jaen
ES:J:linares,Jaen:Linares
ES:J:mancha real,Jaen:Mancha Real
ES:J:martos,Jaen:Martos
ES:J:torre del campo,Jaen:Torre del Campo
ES:J:torreblascopedro,Jaen:Torreblascopedro
ES:J:torreperogil,Jaen:Torreperogil
ES:J:Úbeda,Jaen:Úbeda
ES:L,Lleida
ES:L:guissona,Lleida:Guissona
ES:L:lleida,Lleida:Lleida
ES:LE,Leon
ES:LE:león,Leon:León
ES:LE:ponferrada,Leon:Ponferrada
ES:LO,La Rioja
ES:LO:arnedo,La Rioja:Arnedo
ES:LO:calahorra,La Rioja:Calahorra
ES:LO:haro,La Rioja:Haro
ES:LO:logroño,La Rioja:Logroño
ES:LU,Lugo
ES:LU:lugo,Lugo:Lugo
ES:M,Madrid
ES:M:alcalá de henares,Madrid:Alcalá de Henares
ES:M:alcobendas,Madrid:Alcobendas
ES:M:alcorcón,Madrid:Alcorcón
ES:M:aranjuez,Madrid:Aranjuez
ES:M:arroyomolinos,Madrid:Arroyomolinos
ES:M:boadilla del monte,Madrid:Boadilla del Monte
ES:M:collado villalba,Madrid:Collado Villalba
ES:M:colmenar viejo,Madrid:Colmenar Viejo
ES:M:colmenarejo,Madrid:Colmenarejo
ES:M:coslada,Madrid:Coslada
ES:M:fuenlabrada,Madrid:Fuenlabrada
ES:M:galapagar,Madrid:Galapagar
ES:M:getafe,Madrid:Getafe
ES:M:las rozas de madrid,Madrid:Las Rozas de Madrid
ES:M:leganés,Madrid:Leganés
ES:M:madrid,Madrid:Madrid
ES:M:majadahonda,Madrid:Majadahonda
ES:M:mostoles,Madrid:Mostoles
ES:M:navalcarnero,Madrid:Navalcarnero
ES:M:parla,Madrid:Parla
ES:M:pinto,Madrid:Pinto
ES:M:pozuelo de alarcón,Madrid:Pozuelo de Alarcón
ES:M:san fernando de henares,Madrid:San Fernando de Henares
ES:M:san martin de valdeiglesias,Madrid:San Martin de Valdeiglesias
ES:M:san sebastián de los reyes,Madrid:San Sebastián de los Reyes
ES:M:torrejón de ardoz,Madrid:Torrejón de Ardoz
ES:M:tres cantos,Madrid:Tres Cantos
ES:M:velilla de san antonio,Madrid:Velilla de San Antonio
ES:MA,Malaga
ES:MA:alameda,Malaga:Alameda
ES:MA:alhaurin de la torre,Malaga:Alhaurin de la Torre
ES:MA:alora,Malaga:Alora
ES:MA:antequera,Malaga:Antequera
ES:MA:arroyo de la miel,Malaga:Arroyo de la Miel
ES:MA:benalmádena,Malaga:Benalmádena
ES:MA:benamocarra,Malaga:Benamocarra
ES:MA:estepona,Malaga:Estepona
ES:MA:humilladero,Malaga:Humilladero
ES:MA:manilva,Malaga:Manilva
ES:MA:marbella,Malaga:Marbella
ES:MA:mijas,Malaga:Mijas
ES:MA:málaga,Malaga:Málaga
ES:MA:ronda,Malaga:Ronda
ES:MA:torre del mar,Malaga:Torre del Mar
ES:MA:torremolinos,Malaga:Torremolinos
ES:MA:villanueva de algaidas,Malaga:Villanueva de Algaidas
ES:MA:vélez-málaga,Malaga:Vélez-Málaga
ES:ML,Melilla
ES:ML:melilla,Melilla:Melilla
ES:MU,Murcia
ES:MU:abaran,Murcia:Abaran
ES:MU:alcantarilla,Murcia:Alcantarilla
ES:MU:alquerias,Murcia:Alquerias
ES:MU:archena,Murcia:Archena
ES:MU:beniel,Murcia:Beniel
ES:MU:bullas,Murcia:Bullas
ES:MU:calasparra,Murcia:Calasparra
ES:MU:cartagena,Murcia:Cartagena
ES:MU:el puerto de mazarron,Murcia:El Puerto de Mazarron
ES:MU:jumilla,Murcia:Jumilla
ES:MU:la unión,Murcia:La Unión
ES:MU:las torres de cotillas,Murcia:Las Torres de Cotillas
ES:MU:lorca,Murcia:Lorca
ES:MU:lorqui,Murcia:Lorqui
ES:MU:los alcazares,Murcia:Los Alcazares
ES:MU:molina de segura,Murcia:Molina de Segura
ES:MU:moratalla,Murcia:Moratalla
ES:MU:mula,Murcia:Mula
ES:MU:murcia,Murcia:Murcia
ES:MU:san javier,Murcia:San Javier
ES:MU:san pedro del pinatar,Murcia:San Pedro del Pinatar
ES:MU:sangonera la verde,Murcia:Sangonera la Verde
ES:MU:santomera,Murcia:Santomera
ES:MU:totana,Murcia:Totana
ES:MU:yecla,Murcia:Yecla
ES:MU:Águilas,Murcia:Águilas
ES:NA,Navarre
ES:NA:berriozar,Navarre:Berriozar
ES:NA:burlata,Navarre:Burlata
ES:NA:pamplona,Navarre:Pamplona
ES:NA:tudela,Navarre:Tudela
ES:O,Asturias
ES:O:avilés,Asturias:Avilés
ES:O:berron,Asturias:Berron
ES:O:gijón,Asturias:Gijón
ES:O:la felguera,Asturias:La Felguera
ES:O:langreo,Asturias:Langreo
ES:O:lugones,Asturias:Lugones
ES:O:mieres,Asturias:Mieres
ES:O:oviedo,Asturias:Oviedo
ES:O:piedras blancas,Asturias:Piedras Blancas
ES:O:pola de siero,Asturias:Pola de Siero
ES:OR,Ourense
ES:OR:ourense,Ourense:Ourense
ES:OR:ribeira,Ourense:Ribeira
ES:P,Palencia
ES:P:palencia,Palencia:Palencia
ES:PM,Balearic Islands
ES:PM:alcúdia,Balearic Islands:Alcúdia
ES:PM:ciutadella,Balearic Islands:Ciutadella
ES:PM:ibiza town,Balearic Islands:Ibiza Town
ES:PM:mahon,Balearic Islands:Mahon
ES:PM:manacor,Balearic Islands:Manacor
ES:PM:palma,Balearic Islands:Palma
ES:PM:sant antoni de portmany,Balearic Islands:Sant Antoni de Portmany
ES:PO,Pontevedra
ES:PO:cambados,Pontevedra:Cambados
ES:PO:pontevedra,Pontevedra:Pontevedra
ES:PO:sanxenxo,Pontevedra:Sanxenxo
ES:PO:vigo,Pontevedra:Vigo
ES:PO:vilagarcia de arousa,Pontevedra:Vilagarcia de Arousa
ES:S,Cantabria
ES:S:castro urdiales,Cantabria:Castro Urdiales
ES:S:herrera,Cantabria:Herrera
ES:S:hinojedo,Cantabria:Hinojedo
ES:S:reinosa,Cantabria:Reinosa
ES:S:santander,Cantabria:Santander
ES:S:torrelavega,Cantabria:Torrelavega
ES:SA,Salamanca
ES:SA:salamanca,Salamanca:Salamanca
ES:SE,Seville
ES:SE:alcala del rio,Seville:Alcala del Rio
ES:SE:alcalá de guadaira,Seville:Alcalá de Guadaira
ES:SE:camas,Seville:Camas
ES:SE:carrion de los cespedes,Seville:Carrion de los Cespedes
ES:SE:casariche,Seville:Casariche
ES:SE:castilleja de la cuesta,Seville:Castilleja de la Cuesta
ES:SE:dos hermanas,Seville:Dos Hermanas
ES:SE:el saucejo,Seville:El Saucejo
ES:SE:el viso del alcor,Seville:El Viso del Alcor
ES:SE:estepa,Seville:Estepa
ES:SE:la algaba,Seville:La Algaba
ES:SE:la puebla de cazalla,Seville:La Puebla de Cazalla
ES:SE:lebrija,Seville:Lebrija
ES:SE:lora del rio,Seville:Lora del Rio
ES:SE:los palacios y villafranca,Seville:Los Palacios y Villafranca
ES:SE:mairena del alcor,Seville:Mairena del Alcor
ES:SE:mairena del aljarafe,Seville:Mairena del Aljarafe
ES:SE:montellano,Seville:Montellano
ES:SE:paradas,Seville:Paradas
ES:SE:pilas,Seville:Pilas
ES:SE:san jose de la rinconada,Seville:San Jose de la Rinconada
ES:SE:seville,Seville:Seville
ES:SE:tomares,Seville:Tomares
ES:SE:utrera,Seville:Utrera
ES:SE:villamanrique de la condesa,Seville:Villamanrique de la Condesa
ES:SE:Écija,Seville:Écija
ES:SG,Segovia
ES:SG:segovia,Segovia:Segovia
ES:SO,Soria
ES:SO:soria,Soria:Soria
ES:SS,Gipuzkoa
ES:SS:beasain,Gipuzkoa:Beasain
ES:SS:eibar,Gipuzkoa:Eibar
ES:SS:errenteria,Gipuzkoa:Errenteria
ES:SS:irun,Gipuzkoa:Irun
ES:SS:pasaia,Gipuzkoa:Pasaia
ES:SS:san sebastian,Gipuzkoa:San Sebastian
ES:SS:villafranca de ordizia,Gipuzkoa:Villafranca de Ordizia
ES:SS:zarautz,Gipuzkoa:Zarautz
ES:T,Tarragona
ES:T:almoster,Tarragona:Almoster
ES:T:cambrils,Tarragona:Cambrils
ES:T:el vendrell,Tarragona:El Vendrell
ES:T:reus,Tarragona:Reus
ES:T:tarragona,Tarragona:Tarragona
ES:T:valls,Tarragona:Valls
ES:T:la pobla de mafumet,Tarragona:la Pobla de Mafumet
ES:T:la senia,Tarragona:la Senia
ES:TF,Santa Cruz de Tenerife
ES:TF:adeje,Santa Cruz de Tenerife:Adeje
ES:TF:candelaria,Santa Cruz de Tenerife:Candelaria
ES:TF:el sauzal,Santa Cruz de Tenerife:El Sauzal
ES:TF:la esperanza,Santa Cruz de Tenerife:La Esperanza
ES:TF:san cristóbal de la laguna,Santa Cruz de Tenerife:San Cristóbal de La Laguna
ES:TF:san sebastián de la gomera,Santa Cruz de Tenerife:San Sebastián de La Gomera
ES:TF:santa cruz de la palma,Santa Cruz de Tenerife:Santa Cruz de La Palma
ES:TF:santa cruz de tenerife,Santa Cruz de Tenerife:Santa Cruz de Tenerife
ES:TF:tacoronte,Santa Cruz de Tenerife:Tacoronte
ES:TO,Toledo
ES:TO:talavera de la reina,Toledo:Talavera de la Reina
ES:TO:toledo,Toledo:Toledo
ES:TO:velada,Toledo:Velada
ES:TO:yepes,Toledo:Yepes
ES:V,Valencia
ES:V:alaquas,Valencia:Alaquas
ES:V:alborache,Valencia:Alborache
ES:V:albuixech,Valencia:Albuixech
ES:V:aldaia,Valencia:Aldaia
ES:V:alfafar,Valencia:Alfafar
ES:V:alginet,Valencia:Alginet
ES:V:alzira,Valencia:Alzira
ES:V:benifaio,Valencia:Benifaio
ES:V:benimodo,Valencia:Benimodo
ES:V:betera,Valencia:Betera
ES:V:burjassot,Valencia:Burjassot
ES:V:canet d'en berenguer,Valencia:Canet d'En Berenguer
ES:V:carcaixent,Valencia:Carcaixent
ES:V:cullera,Valencia:Cullera
ES:V:gandia,Valencia:Gandia
ES:V:l'alcudia,Valencia:L'Alcudia
ES:V:la pobla de vallbona,Valencia:La Pobla de Vallbona
ES:V:llombai,Valencia:Llombai
ES:V:mislata,Valencia:Mislata
ES:V:montserrat,Valencia:Montserrat
ES:V:navarres,Valencia:Navarres
ES:V:oliva,Valencia:Oliva
ES:V:ontinyent,Valencia:Ontinyent
ES:V:paterna,Valencia:Paterna
ES:V:picanya,Valencia:Picanya
ES:V:picassent,Valencia:Picassent
ES:V:port de sagunt,Valencia:Port de Sagunt
ES:V:quart de poblet,Valencia:Quart de Poblet
ES:V:rafelbunyol,Valencia:Rafelbunyol
ES:V:sueca,Valencia:Sueca
ES:V:tavernes de la valldigna,Valencia:Tavernes de la Valldigna
ES:V:torrent,Valencia:Torrent
ES:V:valencia,Valencia:Valencia
ES:VA,Valladolid
ES:VA:valladolid,Valladolid:Valladolid
ES:VI,Araba / Álava
ES:VI:lanciego,Araba / Álava:Lanciego
ES:VI:vitoria-gasteiz,Araba / Álava:Vitoria-Gasteiz
ES:Z,Saragossa
ES:Z:ejea de los caballeros,Saragossa:Ejea de los Caballeros
ES:Z:pina de ebro,Saragossa:Pina de Ebro
ES:Z:tarazona,Saragossa:Tarazona
ES:Z:zaragoza,Saragossa:Zaragoza
ES:ZA,Zamora
ES:ZA:benavente,Zamora:Benavente
ES:ZA:zamora,Zamora:Zamora
FI:02,South Karelia
FI:02:imatra,South Karelia:Imatra
FI:02:lappeenranta,South Karelia:Lappeenranta
FI:03,Southern Ostrobothnia
FI:03:alajärvi,Southern Ostrobothnia:Alajärvi
FI:03:jalasjaervi,Southern Ostrobothnia:Jalasjaervi
FI:03:kauhajoki,Southern Ostrobothnia:Kauhajoki
FI:03:saarijaervi,Southern Ostrobothnia:Saarijaervi
FI:03:seinäjoki,Southern Ostrobothnia:Seinäjoki
FI:04,Southern Savonia
FI:04:mikkeli,Southern Savonia:Mikkeli
FI:05,Kainuu
FI:05:kajaani,Kainuu:Kajaani
FI:06,Tavastia Proper
FI:06:forssa,Tavastia Proper:Forssa
FI:06:hämeenlinna,Tavastia Proper:Hämeenlinna
FI:06:riihimäki,Tavastia Proper:Riihimäki
FI:07,Central Ostrobothnia
FI:07:halsua,Central Ostrobothnia:Halsua
FI:07:kokkola,Central Ostrobothnia:Kokkola
FI:07:kälviä,Central Ostrobothnia:Kälviä
FI:08,Central Finland
FI:08:jyväskylä,Central Finland:Jyväskylä
FI:08:muurame,Central Finland:Muurame
FI:09,Kymenlaakso
FI:09:elimäki,Kymenlaakso:Elimäki
FI:09:inkeroinen,Kymenlaakso:Inkeroinen
FI:09:keltakangas,Kymenlaakso:Keltakangas
FI:09:kotka,Kymenlaakso:Kotka
FI:09:kouvola,Kymenlaakso:Kouvola
FI:09:kuusankoski,Kymenlaakso:Kuusankoski
FI:10,Lapland
FI:10:kemi,Lapland:Kemi
FI:10:kemijärvi,Lapland:Kemijärvi
FI:10:rovaniemi,Lapland:Rovaniemi
FI:10:sodankylä,Lapland:Sodankylä
FI:10:tornio,Lapland:Tornio
FI:11,Pirkanmaa
FI:11:kangasala,Pirkanmaa:Kangasala
FI:11:nokia,Pirkanmaa:Nokia
FI:11:orivesi,Pirkanmaa:Orivesi
FI:11:pirkkala,Pirkanmaa:Pirkkala
FI:11:sahalahti,Pirkanmaa:Sahalahti
FI:11:suinula,Pirkanmaa:Suinula
FI:11:tampere,Pirkanmaa:Tampere
FI:11:valkeakoski,Pirkanmaa:Valkeakoski
FI:12,Ostrobothnia
FI:12:kristinestad,Ostrobothnia:Kristinestad
FI:12:tottijarvi,Ostrobothnia:Tottijarvi
FI:12:vaasa,Ostrobothnia:Vaasa
FI:13,North Karelia
FI:13:joensuu,North Karelia:Joensuu
FI:13:kitee,North Karelia:Kitee
FI:13:kontiolahti,North Karelia:Kontiolahti
FI:14,Northern Ostrobothnia
FI:14:kalajoki,Northern Ostrobothnia:Kalajoki
FI:14:oulainen,Northern Ostrobothnia:Oulainen
FI:14:oulu,Northern Ostrobothnia:Oulu
FI:14:oulunsalo,Northern Ostrobothnia:Oulunsalo
FI:14:raahe,Northern Ostrobothnia:Raahe
FI:14:ylivieska,Northern Ostrobothnia:Ylivieska
FI:15,Northern Savo
FI:15:kuopio,Northern Savo:Kuopio
FI:16,Päijänne Tavastia
FI:16:heinola,Päijänne Tavastia:Heinola
FI:16:lahti,Päijänne Tavastia:Lahti
FI:17,Satakunta
FI:17:rauma,Satakunta:Rauma
FI:18,Uusimaa
FI:18:ekenäs,Uusimaa:Ekenäs
FI:18:espoo,Uusimaa:Espoo
FI:18:hanko,Uusimaa:Hanko
FI:18:helsinki,Uusimaa:Helsinki
FI:18:hyvinkaeae,Uusimaa:Hyvinkaeae
FI:18:jokela,Uusimaa:Jokela
FI:18:järvenpää,Uusimaa:Järvenpää
FI:18:kauniainen,Uusimaa:Kauniainen
FI:18:kerava,Uusimaa:Kerava
FI:18:kirkkonummi,Uusimaa:Kirkkonummi
FI:18:klaukkala,Uusimaa:Klaukkala
FI:18:korso,Uusimaa:Korso
FI:18:lepsaemae,Uusimaa:Lepsaemae
FI:18:mäntsälä,Uusimaa:Mäntsälä
FI:18:nummela,Uusimaa:Nummela
FI:18:porvoo,Uusimaa:Porvoo
FI:18:siuntio,Uusimaa:Siuntio
FI:18:sundsberg,Uusimaa:Sundsberg
FI:18:tuusula,Uusimaa:Tuusula
FI:18:vantaa,Uusimaa:Vantaa
FI:19,Finland Proper
FI:19:kaarina,Finland Proper:Kaarina
FI:19:laitila,Finland Proper:Laitila
FI:19:nousiainen,Finland Proper:Nousiainen
FI:19:paimio,Finland Proper:Paimio
FI:19:pargas,Finland Proper:Pargas
FI:19:salo,Finland Proper:Salo
FI:19:turku,Finland Proper:Turku
FI:19:uusikaupunki,Finland Proper:Uusikaupunki
FJ:C,Central
FJ:C:suva,Central:Suva
FR:01,Ain
FR:01:ambérieu-en-bugey,Ain:Ambérieu-en-Bugey
FR:01:belley,Ain:Belley
FR:01:beynost,Ain:Beynost
FR:01:bourg-en-bresse,Ain:Bourg-en-Bresse
FR:01:ceyzeriat,Ain:Ceyzeriat
FR:01:dortan,Ain:Dortan
FR:01:ferney-voltaire,Ain:Ferney-Voltaire
FR:01:gex,Ain:Gex
FR:01:jassans-riottier,Ain:Jassans-Riottier
FR:01:jujurieux,Ain:Jujurieux
FR:01:la cluse,Ain:La Cluse
FR:01:lagnieu,Ain:Lagnieu
FR:01:montluel,Ain:Montluel
FR:01:montmerle-sur-saone,Ain:Montmerle-sur-Saone
FR:01:ornex,Ain:Ornex
FR:01:oyonnax,Ain:Oyonnax
FR:01:peronnas,Ain:Peronnas
FR:01:saint-genis-pouilly,Ain:Saint-Genis-Pouilly
FR:01:saint-maurice-de-gourdans,Ain:Saint-Maurice-de-Gourdans
FR:01:trevoux,Ain:Trevoux
FR:01:vandeins,Ain:Vandeins
FR:01:viriat,Ain:Viriat
FR:02,Aisne
FR:02:bohain-en-vermandois,Aisne:Bohain-en-Vermandois
FR:02:brasles,Aisne:Brasles
FR:02:charmes,Aisne:Charmes
FR:02:chauny,Aisne:Chauny
FR:02:château-thierry,Aisne:Château-Thierry
FR:02:crezancy,Aisne:Crezancy
FR:02:effry,Aisne:Effry
FR:02:eppes,Aisne:Eppes
FR:02:fresnoy-le-grand,Aisne:Fresnoy-le-Grand
FR:02:hirson,Aisne:Hirson
FR:02:itancourt,Aisne:Itancourt
FR:02:laon,Aisne:Laon
FR:02:mercin-et-vaux,Aisne:Mercin-et-Vaux
FR:02:saint-quentin,Aisne:Saint-Quentin
FR:02:soissons,Aisne:Soissons
FR:02:vailly-sur-aisne,Aisne:Vailly-sur-Aisne
FR:02:venizel,Aisne:Venizel
FR:03,Allier
FR:03:bellerive-sur-allier,Allier:Bellerive-sur-Allier
FR:03:montluçon,Allier:Montluçon
FR:03:moulins,Allier:Moulins
FR:03:vichy,Allier:Vichy
FR:04,Alpes-de-Haute-Provence
FR:04:chateau-arnoux-saint-auban,Alpes-de-Haute-Provence:Chateau-Arnoux-Saint-Auban
